id,postal,crowd
1,544965,19.17
2,467352,23.58
3,678295,17.25
4,538776,34.12
5,129880,31.63
6,119963,14.95
7,237994,20.70
8,556083,21.85
9,048980,18.40
10,556694,16.10
11,238872,18.40
12,159682,20.70
13,689687,18.78
14,379131,18.40
15,519498,17.25
16,560629,35.65
17,649882,33.35
18,650153,48.30
19,670260,23.00
20,270043,28.75
21,757632,16.10
22,528833,9.20
23,797650,14.95
24,678278,20.70
25,609646,20.70
26,640501,25.30
27,730676,27.60
28,400301,26.45
29,640960,29.90
30,358361,36.80
31,550254,24.15
32,521201,34.50
33,529684,44.85
34,082001,32.20
35,310107,14.95
36,730303,20.70
37,680624,18.40
38,760926,57.50
39,760290,47.15
40,677738,32.20
41,544583,25.88
42,618495,26.45
43,529705,23.00
44,569734,17.25
45,319194,23.00
46,327737,31.05
47,609958,16.10
