id,postal,crowd
1,544965,5.37
2,467352,11.50
3,678295,17.25
4,538776,8.43
5,129880,1.15
6,119963,4.60
7,237994,6.90
8,556083,1.15
9,048980,4.60
10,556694,0.00
11,238872,2.30
12,159682,4.03
13,689687,7.28
14,379131,12.27
15,519498,15.33
16,560629,20.70
17,649882,2.30
18,650153,16.10
19,670260,34.50
20,270043,6.90
21,757632,5.75
22,528833,28.75
23,797650,11.50
24,678278,0.00
25,609646,0.00
26,640501,2.30
27,730676,24.73
28,400301,3.45
29,640960,5.75
30,358361,4.60
31,550254,1.15
32,521201,40.25
33,529684,24.15
34,082001,9.20
35,310107,13.80
36,730303,34.50
37,680624,11.50
38,760926,3.45
39,760290,2.30
40,677738,39.10
41,544583,12.65
42,618495,6.90
43,529705,32.20
44,569734,2.30
45,319194,25.30
46,327737,14.38
47,609958,1.15
