id,postal,crowd
1,544965,27.22
2,467352,28.75
3,678295,27.03
4,538776,34.88
5,129880,51.75
6,119963,23.00
7,237994,10.35
8,556083,17.25
9,048980,1.15
10,556694,11.50
11,238872,10.35
12,159682,14.38
13,689687,25.30
14,379131,29.13
15,519498,19.55
16,560629,34.50
17,649882,35.65
18,650153,40.25
19,670260,34.50
20,270043,31.05
21,757632,21.85
22,528833,11.50
23,797650,34.50
24,678278,16.10
25,609646,23.00
26,640501,32.20
27,730676,29.90
28,400301,1000.00
29,640960,39.10
30,358361,27.60
31,550254,36.80
32,521201,25.30
33,529684,34.50
34,082001,32.20
35,310107,14.95
36,730303,34.50
37,680624,19.55
38,760926,55.20
39,760290,46.00
40,677738,29.90
41,544583,37.38
42,618495,35.65
43,529705,2.88
44,569734,36.80
45,319194,19.55
46,327737,18.40
47,609958,28.18
