id,postal,crowd
1,544965,27.98
2,467352,1.73
3,678295,0.00
4,538776,17.25
5,129880,11.50
6,119963,14.95
7,237994,0.00
8,556083,8.05
9,048980,8.05
10,556694,3.45
11,238872,1.15
12,159682,20.13
13,689687,21.47
14,379131,1.15
15,519498,50.00
16,560629,32.20
17,649882,25.30
18,650153,35.65
19,670260,4.60
20,270043,23.00
21,757632,0.00
22,528833,3.45
23,797650,23.00
24,678278,0.00
25,609646,13.80
26,640501,23.00
27,730676,8.63
28,400301,4.60
29,640960,25.30
30,358361,3.45
31,550254,8.05
32,521201,0.00
33,529684,2.30
34,082001,25.30
35,310107,0.00
36,730303,3.45
37,680624,6.90
38,760926,2.30
39,760290,14.95
40,677738,1.15
41,544583,32.20
42,618495,18.98
43,529705,50.00
44,569734,18.40
45,319194,0.00
46,327737,2.30
47,609958,12.08
