id,postal,crowd
1,544965,9.20
2,467352,49.45
3,678295,4.03
4,538776,18.40
5,129880,6.90
6,119963,5.75
7,237994,1.15
8,556083,36.80
9,048980,0.00
10,556694,1.15
11,238872,2.30
12,159682,9.20
13,689687,11.12
14,379131,12.27
15,519498,4.22
16,560629,12.65
17,649882,6.90
18,650153,13.80
19,670260,4.60
20,270043,23.00
21,757632,20.70
22,528833,24.73
23,797650,13.80
24,678278,11.50
25,609646,16.10
26,640501,8.05
27,730676,39.10
28,400301,19.55
29,640960,12.65
30,358361,25.30
31,550254,11.50
32,521201,11.50
33,529684,36.80
34,082001,18.40
35,310107,14.95
36,730303,40.25
37,680624,20.13
38,760926,57.50
39,760290,40.25
40,677738,9.20
41,544583,20.13
42,618495,23.58
43,529705,23.58
44,569734,7.48
45,319194,28.75
46,327737,4.60
47,609958,1.73
