id,postal,crowd
1,544965,31.43
2,467352,31.63
3,678295,28.75
4,538776,57.88
5,129880,37.38
6,119963,25.30
7,237994,20.70
8,556083,36.80
9,048980,16.10
10,556694,8.05
11,238872,9.20
12,159682,38.53
13,689687,41.02
14,379131,17.25
15,519498,26.83
16,560629,48.30
17,649882,37.95
18,650153,57.50
19,670260,40.25
20,270043,57.50
21,757632,35.65
22,528833,23.00
23,797650,29.90
24,678278,23.00
25,609646,28.75
26,640501,55.20
27,730676,50.60
28,400301,28.75
29,640960,36.80
30,358361,44.85
31,550254,35.65
32,521201,34.50
33,529684,43.70
34,082001,41.40
35,310107,13.80
36,730303,57.50
37,680624,29.33
38,760926,79.35
39,760290,49.45
40,677738,32.20
41,544583,41.40
42,618495,35.08
43,529705,18.98
44,569734,44.28
45,319194,23.00
46,327737,40.25
47,609958,33.93
